21	34	-6.5	49.5	67	4
23	26	-1	41.5	83	9
37	34	-1	43	72	2
27	20	-4	45.5	76	5
27	34	-3	52.5	72	0
20	31	-3	42	37	2
16	10	-3.5	42	46	11
34	20	-3.5	45.5	72	0
25	13	-10.5	50.5	49	8
25	20	-9	54	72	0
23	27	-3	43	70	13
10	38	-3.5	43	62	15
27	7	-7.5	40	48	10
3	20	-5.5	45	42	8
27	16	-2.5	43.5	68	10
19	28	-7	41	59	4
21	27	-2.5	43.5	60	6
34	31	-3.5	50.5	44	6
23	13	-6.5	42	66	3
44	26	-2.5	46	64	0
30	23	-1	45	72	0
27	20	-5	53	72	0
29	37	-3.5	41.5	51	3
24	6	-3.5	41.5	64	6
7	10	-4.5	45.5	82	11
31	30	-7	47.5	58	6
26	18	-3	44.5	59	10
36	7	-3.5	48.5	77	5
20	23	-6	44	72	0
29	26	-6	45.5	61	8
20	23	-3	41.5	70	8
20	34	-10	49.5	72	0
12	13	-8	51.5	53	9
29	10	-8	47.5	72	0
20	6	-4.5	50.5	65	6
45	10	-1.5	44	61	7
52	49	-7	46	63	17
34	20	-5	41.5	63	0
10	16	-2.5	45.5	52	4
27	6	-3.5	43	68	4
29	26	-3	45	57	3
31	10	-3	52	72	0
33	17	-3	44	68	8
37	29	0	49.5	63	9
27	33	-8	41	72	0
27	24	-5.5	45.5	62	5
21	18	-13	46	65	5
27	10	-4	44	47	6
28	34	-2.5	46	53	7
28	23	-3	44	53	2
38	35	-3.5	45.5	72	0
17	16	-1	40	57	14
18	32	-13.5	51.5	54	8
19	22	-6.5	50	72	0
17	22	-8	42.5	57	7
20	22	-6	48	51	0
13	29	-8.5	43.5	58	2
16	18	-2	49	77	1
26	27	-3.5	49.5	61	7
14	30	-2.5	42	56	9
19	20	-5	47	63	5
30	9	-3.5	42	59	1
32	39	-10.5	50	57	6
13	37	-7	52.5	54	5
10	6	-3	44	57	15
10	27	-6	49.5	59	9
47	14	-7	43	60	6
6	10	-3	43.5	42	1
19	13	-7	42.5	72	0
34	31	-1	43.5	77	9
21	24	-3.5	43	60	3
16	13	-1	52	62	7
44	16	-10	46.5	49	2
15	17	-3	41.5	71	2
18	13	-4	48	72	0
24	17	-3.5	47.5	72	0
14	24	-3	41.5	47	10
13	30	-7	44.5	52	8
17	45	-2	41.5	29	6
3	33	-1.5	50	72	0
29	13	-4	40	52	5
20	13	-2	45	75	10
14	33	0	45	32	7
45	14	-6.5	45.5	48	10
13	17	-3	45.5	78	4
10	20	-14	40	48	3
31	7	-7	47.5	28	5
30	24	-1	44.5	68	11
24	6	-3	47	72	0
25	12	-8	45	35	10
25	31	-2	45	72	0
30	22	-9.5	42	45	6
38	20	-2.5	43	21	0
13	19	-3.5	51	55	8
39	30	-3	46.5	72	0
21	24	-5	47	75	6
20	14	-4.5	41	34	5
27	33	-4.5	43.5	48	5
23	27	-8.5	45	57	2
30	21	-3	46.5	37	2
20	26	-1	45	57	2
3	37	-1.5	48	46	5
15	13	-6	41	42	8
7	38	-2.5	46.5	72	0
28	35	-3	42	49	4
38	41	-6.5	43	46	4
20	23	-7.5	44	46	5
20	34	-3.5	43	78	14
45	10	-2.5	43	36	3
3	17	-9.5	49	44	5
3	27	-6	50.5	72	0
23	19	-2.5	46	52	5
42	39	-3	45.5	60	3
16	19	-9.5	50.5	35	2
23	20	-6	45	71	7
6	35	-3.5	43	72	0
38	0	0	46.5	78	11
21	24	-3	43.5	56	4
20	33	-2	43.5	44	2
24	10	-10	46.5	72	0
12	15	-10.5	42	66	3
28	7	-8.5	45.5	70	6
6	27	-4	43.5	58	11
51	16	-1	48.5	65	6
10	3	-2.5	43	62	8
30	8	-6	43	39	2
23	20	-6.5	42.5	52	9
21	14	-5	46.5	52	3
17	24	-1	46	77	8
24	31	-12	41.5	60	11
31	23	-8	43	65	4
16	19	-1	48.5	69	1
14	34	-3	41.5	72	0
10	16	-6	51.5	80	12
17	23	-2	48	75	5
38	17	-1	41	72	0
33	16	-3.5	41	50	7
35	38	-6.5	41	43	3
20	30	-2	41.5	72	0
17	40	-2	48	68	7
34	27	-4	44	36	3
30	14	-14.5	48	39	5
14	24	-5	46.5	41	4
30	13	-4	47	51	10
35	25	-4	51.5	34	3
27	35	-7.5	45.5	36	3
23	20	-1	47	60	6
24	38	-6.5	41	52	5
38	8	-14.5	45.5	44	8
20	13	-2	46	45	3
20	17	-2.5	52	72	0
16	6	-4	45.5	46	8
32	17	-3.5	48.5	50	5
17	13	-6	50.5	72	0
12	18	-7	46	72	0
49	17	-11.5	47.5	63	6
38	27	-6.5	42	37	5
26	20	-9	42.5	72	0
17	23	-11.5	42.5	34	12
21	26	-2.5	44	81	13
6	34	-7	44.5	12	5
20	17	-2.5	53.5	72	0
6	36	-2.5	45.5	56	7
17	20	-11	42	37	2
22	17	-3	44	83	11
38	10	-3.5	39	72	10
20	24	-4	39	16	0
24	16	-6	47	72	0
12	28	-6	53.5	72	0
23	34	-3	41	30	10
27	20	-10	45	48	5
13	20	-2.5	45	30	10
30	6	-9.5	41	33	5
30	24	-13	47	34	12
23	17	-3	41	54	4
20	10	-10	42	44	0
30	35	-3	44	23	5
19	16	-6	45	56	4
16	18	-4	39	72	0
0	30	-6.5	43.5	32	7
9	10	-10	46.5	78	4
18	35	-3.5	51	44	10
26	20	-3	38.5	57	0
27	20	-3	45	51	5
31	24	-3	40	72	0
23	16	-4.5	40	-6	12
49	15	-1	46	61	14
20	18	-7	49	72	0
24	10	-4.5	43	38	6
21	20	-2.5	44	43	7
21	23	-7.5	41	43	9
24	31	-3	47.5	39	4
13	7	-3	44.5	46	6
19	20	-4.5	43	76	16
23	14	-3	40.5	82	2
35	39	-8.5	44	72	0
23	27	-2.5	47	72	0
33	27	-3	44.5	82	7
34	35	-1	47.5	72	0
22	23	-5.5	42.5	87	2
29	10	-2.5	51.5	72	0
12	10	-3.5	47.5	91	1
16	25	-6.5	46	73	7
28	0	-3	50.5	72	0
16	38	-1	42	80	9
31	37	-3.5	41	83	9
40	7	-10.5	44	64	2
46	27	-2.5	40	77	3
20	25	-2.5	43.5	66	17
34	20	-2.5	49	76	3
15	16	0	40.5	54	2
19	12	-7	49.5	72	0
9	3	-12.5	44	85	3
17	14	-4.5	42	75	5
31	24	-6	47	86	1
16	13	-6	48	72	0
28	35	-1	42	89	2
24	16	-5.5	38	85	4
38	14	-2	43	72	0
23	27	-5.5	42	78	6
14	29	-4	54.5	79	5
27	0	-4	48	83	3
33	18	-3	48	71	3
10	22	-3	47.5	78	5
17	29	-3	47	84	5
31	17	-3	43	80	2
34	27	-1	38.5	68	3
26	22	-5	48	62	1
17	19	-6.5	42.5	84	2
24	3	-3.5	41.5	82	0
30	24	-6.5	45	72	0
27	29	-6.5	47.5	72	10
34	3	-1.5	51.5	72	0
37	18	-2	45	87	4
32	37	-3	44.5	65	6
10	17	-10	42.5	85	7
32	45	-3.5	47	67	4
22	7	-4	46.5	71	1
13	17	-10.5	41.5	69	2
48	33	-3.5	40.5	89	3
27	28	-1.5	47	89	3
17	14	-3	54.5	72	0
27	20	-7.5	46.5	59	0
30	27	-10	43.5	72	0
0	16	-3	48.5	72	0
17	27	-3.5	45	67	0
43	14	-3	48	64	2
34	35	-3.5	40	82	4
17	24	-1	48.5	58	6
7	27	-3.5	41	56	2
31	20	-1	40	61	0
24	10	-3.5	48.5	60	0
21	33	-3.5	54	73	6
10	16	-1	44	68	8
13	33	-3	42.5	89	4
28	14	-7.5	47.5	70	1
16	23	-3.5	42.5	72	0
24	23	-3.5	42.5	72	7
23	16	-4	44.5	61	12
29	23	-10	47.5	57	9
19	30	-2.5	46	72	0
17	30	-3.5	44.5	73	1
31	13	-3.5	46	72	0
34	31	-7	49	48	2
31	13	-4	47.5	72	0
14	17	-2.5	41.5	87	5
21	13	-2.5	44.5	87	12
45	16	-6	39	72	0
16	17	-3.5	50.5	78	4
31	28	-10	50	57	6
16	30	-6	46.5	57	2
26	23	-3	44	69	6
30	15	-7.5	44	72	9
35	17	-2.5	46	67	3
41	38	-2.5	44	72	0
27	23	-5	47	67	4
10	26	-3	47.5	80	6
26	24	-7.5	49.5	82	11
28	26	-7.5	48	66	7
27	20	-2.5	53.5	72	0
28	3	-3.5	42.5	66	6
26	10	-1	46.5	61	5
6   6   -7  45.5    5   45
30	33	-7.5	44.5	79	7
31	17	-3	45	69	5
20	17	-7	45.5	72	0
16	33	-7.5	46.5	47	3
27	21	-2.5	43	72	0
10	17	-4.5	52.5	72	0
28	25	-11	46.5	66	6
24	16	-1	50	72	0
21	10	-2	47.5	72	5
16	27	-7	51.5	69	6
17	34	-2.5	44.5	54	10
26	34	-2.5	46	80	10
27	9	-2.5	40	58	11
36	22	-3	39	61	10
33	32	-7.5	49	63	6
25	41	-1	45	69	2
30	20	-4	48	71	5
27	27	-8.5	40	66	2
28	31	-3	43.5	66	4
29	23	-3	51	72	0
27	19	-5.5	48	50	2
20	13	-2.5	45.5	80	4
14	30	-3	49	52	3
25	20	-2.5	45.5	54	9
24	30	-5	44	72	0
20	10	-3.5	43	75	3
28	43	-1	46.5	80	3
21	14	-3	50.5	72	0
10	35	-1	50	72	0
26	31	-1	48	84	10
19	14	-4.5	39.5	57	3
10	13	-4.5	49	75	2
27	23	-3.5	46	63	10
16	22	-7	49	56	2
28	23	-7.5	52	67	5
30	20	-7	42.5	60	6
43	35	-3	44.5	72	3
23	41	-3.5	45	79	11
31	25	-4.5	42.5	72	0
28	7	-3	42.5	57	8
23	20	-1	44.5	67	3
17	20	-3.5	47.5	74	3
21	24	-5	53	68	1
24	31	-5.5	43.5	60	0
23	25	-7.5	44	52	1
6	9	-14	47	72	0
24	15	-3	44	48	4
30	35	-3	42	71	6
24	31	-7.5	49.5	45	2
36	10	-3	50	72	0
47	25	-1	38.5	55	4
26	20	-1.5	49	54	6
21	20	-3	51	54	2
23	20	-4.5	49	84	3
12	16	-2.5	45	77	2
9	24	-3	49	55	0
27	17	-2.5	41.5	55	4
26	19	0	49.5	54	1
24	17	-3.5	53.5	57	2
17	19	-2.5	48	37	7
10	14	-8.5	45.5	35	16
30	24	-7	44.5	53	7
22	16	-5.5	47	72	0
17	30	-3	54	72	0
26	15	-7	45	43	8
42	24	-1	38.5	63	4
27	20	-2	40	72	0
31	26	-7	41.5	40	12
16	13	-11.5	51.5	61	1
7	28	-6.5	43	51	4
38	19	-3	48.5	38	15
19	14	-6.5	46	62	0
28	21	-6	53.5	69	5
21	27	-1.5	42	72	0
13	27	-8.5	49.5	72	0
27	30	-4	49	72	0
13	21	-3.5	42	49	8
31	24	-8.5	44	38	6
49	21	-6.5	42	38	5
17	22	-6.5	46.5	46	10
35	32	-3.5	40	44	6
14	5	-2.5	46	67	9
13	27	-7	45	79	10
15	17	-8	45	72	0
31	23	-9.5	48.5	48	8
28	29	-3.5	48.5	56	6
38	6	-5.5	46	78	7
26	6	-4	47.5	47	4
32	14	-3	43.5	72	0
21	13	-2.5	48.5	72	0
10	20	-5	50	72	0
26	10	-3.5	41.5	45	3
13	28	-1	44	35	5
38	24	-1.5	42	41	3
24	14	-7	44.5	31	4
21	28	-3.5	38.5	75	3
40	7	-13.5	45	37	7
10	41	-6.5	53.5	72	0
21	13	-3	48.5	55	2
20	27	-6.5	49.5	40	2
28	16	-3.5	49	71	3
10	23	-8.5	44	41	1
20	17	-1	48.5	43	2
38	10	-3.5	46	23	4
17	22	-2	45.5	24	6
16	25	-1	48.5	42	2
14	42	-5	41.5	28	13
26	23	-7.5	42	72	0
10	7	-3	47	27	2
22	27	-6.5	47.5	72	0
17	23	-3.5	38	66	1
16	11	-5	44	64	2
13	10	-2	44	75	15
30	23	-3.5	47	30	2
24	3	-2.5	48.5	33	2
13	34	-3	43	53	3
41	48	-2	52	75	9
41	13	-2	44	48	11
27	26	-6	45	33	1
33	13	-15	39.5	35	3
27	30	-2.5	40	34	3
20	24	-3	48.5	72	0
26	20	-13.5	51.5	72	0
3	16	-5	41	58	6
21	20	-10.5	43	25	12
17	19	-4.5	40	9	7
6	34	-3	45.5	26	7
17	6	-7	47.5	26	7
16	19	-3	43	27	3
15	26	-3.5	39.5	37	11
24	19	-6	43	2	2
31	34	-5	44.5	72	0
16	33	-4	42.5	48	4
21	41	-2.5	49.5	60	2
20	17	-7	50.5	30	3
38	25	-1.5	42.5	41	8
12	10	-4.5	44.5	35	7
38	17	-3	49	52	4
21	22	-3	49	35	1
41	3	-4.5	45	37	10
31	24	-6	44.5	35	4
33	25	-3	41.5	72	8
31	34	-4	44	65	2
33	10	-6	39.5	55	7
31	27	-17	45	40	4
42	21	-3	53	72	0
38	32	-3.5	52	48	5
27	10	-9	43.5	39	2
24	6	-3.5	38	60	11
24	31	-5.5	46.5	39	4
24	20	-6.5	46.5	65	0
6	44	-7.5	58.5	72	0
14	35	-2.5	40.5	38	1
38	10	-1	40	48	3
30	10	-3.5	50	72	0
27	13	-5.5	48.5	72	0
27	24	-7	39	56	1
27	37	-7.5	47	80	10
23	25	-6	44	72	0
17	16	-3.5	43	45	8
24	17	-6.5	44	48	6
10	19	-3	41.5	38	1
27	14	-5.5	45	56	4
26	6	-11.5	45	52	6
38	13	-3	44.5	76	7
30	12	-3	41.5	49	2
36	20	-9	47.5	52	1
34	16	-4	38	72	0
31	34	-8	45.5	38	7
16	18	-5	46.5	14	7
44	21	-11	47.5	17	16
36	17	-6.5	51	72	0
28	34	-16	44	28	6
27	42	-5.5	52.5	72	0
21	12	-2.5	45.5	33	9
17	23	-6.5	59.5	72	0
0	20	-5.5	50	41	10
18	21	-3	57.5	72	0
19	3	-9	48.5	63	7
35	23	-9.5	40	61	5
17	9	-7	49.5	66	9
7	29	-3	42.5	71	8
46	9	-9	47	67	9
3	23	-3.5	47.5	72	0
16	26	-2	48	72	0
17	30	-3	50.5	69	8
24	21	-5.5	39.5	82	9
29	19	-1.5	41.5	82	6
9	13	-5.5	48	89	4
34	23	-2	50.5	72	6
24	10	-1	47.5	68	7
9	3	-3.5	43.5	78	6
42	17	-3.5	48	72	0
13	16	-6.5	38	67	0
16	37	-2.5	41	72	0
27	20	-7.5	40	78	2
17	19	-7	42.5	81	4
20	27	-2	42	75	4
20	36	-7.5	44.5	72	0
45	20	-1.5	43.5	86	9
26	9	-4.5	47.5	66	6
12	9	-4.5	45	73	7
29	7	-2.5	46	74	7
10	24	-7	55	72	0
39	41	-14	43.5	69	6
26	16	-6	45.5	79	1
13	34	-13.5	42.5	65	11
23	17	-7	43	88	7
26	30	-3.5	43.5	72	7
27	24	-2	40.5	65	11
31	28	-3	40	79	3
44	7	-5	46.5	83	6
10	24	-7	43.5	82	4
34	17	-3	51	72	0
36	33	-9	47.5	85	9
20	6	-1	42	72	0
27	24	-4	38	57	4
33	27	-3	47.5	80	5
27	10	-1.5	41	72	0
17	28	-13	44.5	76	8
35	14	-5.5	43	84	7
18	15	-6	43	83	7
17	23	-3	42	89	4
9	26	-3	53.5	77	4
7	31	-3	46.5	72	0
30	35	-7.5	44.5	59	8
16	10	-6.5	44.5	72	0
57	14	-8	48.5	72	0
24	26	-3	42	69	5
0	20	-3	41.5	67	5
7	14	-6	48.5	72	0
30	33	-3	46	71	7
23	20	-2	43.5	72	0
46	17	-1	47.5	84	7
25	23	-3	50.5	85	9
29	20	-2	42.5	72	0
14	19	-9	49	67	5
20	16	-3	38	70	3
14	17	-13	41.5	52	3
31	35	-3	44.5	82	11
24	27	-7	49.5	77	13
34	42	-5	55.5	76	9
26	23	-3	39	66	5
10	16	-1.5	41.5	69	6
16	10	-2	52.5	72	0
22	27	-2.5	43.5	72	0
17	30	-1	46.5	72	0
34	7	-1.5	44	72	0
9	30	-1	47.5	75	6
17	20	-3	43.5	89	8
23	28	-3.5	44.5	75	10
38	33	-2.5	39	74	9
17	20	-6.5	45	75	11
24	27	-8.5	43.5	70	5
10	23	-3	40	65	8
33	17	-3	45.5	73	5
17	27	-1.5	46	72	0
13	19	-13.5	45.5	72	0
23	10	-6.5	38.5	73	10
52	38	-12	39	60	4
17	24	-9.5	47	72	0
16	17	-2.5	42.5	83	8
26	24	-3.5	47	59	11
36	22	-3	44.5	72	0
31	30	-4	49.5	72	0
30	27	-9	48.5	73	13
17	3	-3	48.5	76	9
9	12	-12	46	71	10
17	26	-7	46	55	6
0	27	-3	46.5	61	4
21	0	-3	45.5	71	5
33	0	-3	40	68	11
31	28	-5.5	42.5	72	7
24	16	-3.5	46	54	15
23	7	-3	41.5	72	0
7	24	-1.5	41	83	3
29	14	-3	46	52	9
10	40	-3	39.5	84	12
34	24	-4	38	72	0
40	0	-3	56.5	55	3
34	14	-3.5	39	74	7
24	23	-4	40	74	4
16	33	-6.5	48.5	68	7
15	20	-4.5	49	67	12
21	13	-3	37.5	48	0
20	12	-2.5	45.5	43	5
20	25	-11	41.5	44	6
33	10	-9.5	38	53	10
41	38	-3	45.5	72	0
3	17	-7	48.5	64	13
19	33	-9	47.5	72	0
29	19	-4.5	46	69	12
34	21	-13	46	64	9
20	17	-5.5	46	59	7
28	17	-2	46	68	18
14	20	-2	50	49	12
23	7	-7	43	45	7
24	27	-3	43	68	11
30	10	-3	42	61	4
17	51	-2.5	53	72	0
51	23	-6	45	72	0
10	20	-6	38	78	12
14	17	-3	44.5	77	2
23	20	-7	54	72	0
17	30	-5.5	42.5	56	6
16	22	-7	41	61	5
27	7	-2	39	61	8
10	47	-8	44.5	36	11
16	23	-3	41	75	10
16	41	-2.5	42.5	35	3
38	24	-6	40	72	0
17	20	-3.5	49	72	0
20	17	-2	48.5	42	2
33	7	-4.5	37.5	40	6
31	21	-7	45	48	5
15	10	-10.5	42.5	72	0
24	20	-10.5	47	72	0
30	38	-5	40.5	76	5
45	21	-12	45	68	0
40	17	-3	41.5	68	5
24	27	-1	44.5	79	16
